GO_id,GO_description,Pathway,Description,incorrect
GO:0018279,obsolete protein N-linked glycosylation via asparagine,"Protein import, sorting and homeostasis > Protein homeostasis","Although N-linked glycosylation primarily occurs in the ER and Golgi and this term is obsolete, protein modification and processing are broadly related to protein homeostasis. This category serves as the most general fit for protein-related processes.",False
GO:0006269,"DNA replication, synthesis of primer",Mitochondrial central dogma > mtDNA maintenance > mtDNA replication,"Mitochondria possess their own DNA (mtDNA) and replicate it. Primer synthesis is an essential step in the initiation of DNA replication, directly linking this GO term to mtDNA replication.",False
GO:0045807,positive regulation of endocytosis,Signaling,"Endocytosis is a general cellular process involving membrane dynamics and uptake. Its regulation involves complex signaling pathways, and while not directly mitochondrial, mitochondria are central to cellular signaling and energy supply for such processes.",False
GO:0006228,UTP biosynthetic process,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,"UTP is a nucleotide, and mitochondria are involved in various aspects of nucleotide metabolism, including synthesis and processing, which are crucial for mtDNA and mtRNA synthesis.",False
GO:0031106,septin ring organization,No appropriate pathway,"Septins are cytoskeletal proteins involved in cell division and cytokinesis. While not directly mitochondrial, mitochondrial dynamics and segregation are tightly coordinated with cell division processes, making this the most appropriate broad category for cellular structural organization impacting mitochondrial behavior.",False
GO:0070291,N-acylethanolamine metabolic process,Metabolism > Lipid metabolism,"N-acylethanolamines are lipid mediators. Their synthesis and degradation fall under the broad category of lipid metabolism, a major function of mitochondria.",False
GO:0141192,ATP:ATP adenylyltransferase activity,Metabolism > Nucleotide metabolism,"This enzyme (adenylate kinase) interconverts ATP, ADP, and AMP, playing a critical role in cellular energy homeostasis and nucleotide balance, which is closely linked to mitochondrial ATP production and nucleotide metabolism.",False
GO:0070402,NADPH binding,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,"NADPH is a crucial reducing equivalent and cofactor. Mitochondria are involved in the metabolism of various cofactors, including NAD+/NADH and NADP+/NADPH, making this the most specific category for such cofactors.",False
GO:0072671,mitochondria-associated ubiquitin-dependent protein catabolic process,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases","This term explicitly describes a protein degradation process associated with mitochondria. Protein catabolism is a key aspect of protein homeostasis, and mitochondrial proteases are involved in quality control.",False
GO:0033047,regulation of mitotic sister chromatid segregation,No appropriate pathway,"Mitotic sister chromatid segregation is a core process of cell division. Mitochondrial dynamics, distribution, and segregation are tightly coordinated with cell division, making this the most appropriate broad category for processes influencing mitochondrial behavior during cell cycle events.",False
GO:0000775,"chromosome, centromeric region",No appropriate pathway,"The centromere is a structural component of chromosomes. While not directly mitochondrial, its function in cell division is indirectly related to the proper segregation and inheritance of mitochondria, placing it under the broad 'Mitochondrial dynamics and surveillance' category for cellular context.",False
GO:0061709,reticulophagy,Mitochondrial dynamics and surveillance > Autophagy,"Reticulophagy is the selective autophagy of the endoplasmic reticulum. Autophagy is a general cellular process of self-digestion, and mitochondria are deeply involved in regulating and undergoing autophagy (mitophagy), making 'Autophagy' the direct parent category.",False
GO:0007155,cell adhesion,Signaling,"Cell adhesion is a fundamental cellular process involving cell-cell and cell-matrix interactions, often mediated by complex signaling pathways. Mitochondria provide energy and participate in signaling that supports such cellular functions.",False
GO:0071465,cellular response to desiccation,Signaling,"This describes a general cellular stress response. Mitochondria are central to various cellular stress responses and adaptation, often involving complex signaling cascades, making 'Signaling' the most appropriate broad category.",False
GO:0010420,polyprenyldihydroxybenzoate methyltransferase activity,Metabolism > Metals and cofactors > Coenzyme Q metabolism,"This enzyme activity is involved in the biosynthesis of ubiquinone (Coenzyme Q), a vital electron carrier in the mitochondrial OXPHOS pathway. Its metabolism is a specific mitochondrial cofactor metabolic process.",False
GO:0034488,basic amino acid transmembrane export from vacuole,Metabolism > Amino acid metabolism,"This describes the transport of amino acids from the vacuole, which contributes to the overall cellular amino acid pool. This pool is directly utilized by mitochondria for various metabolic processes, making it relevant to amino acid metabolism.",False
GO:0046513,ceramide biosynthetic process,Metabolism > Lipid metabolism,"Ceramides are sphingolipids, and their biosynthesis is a lipid metabolic process. Mitochondria are extensively involved in lipid metabolism and interact with other organelles for lipid synthesis.",False
GO:0032432,actin filament bundle,Mitochondrial dynamics and surveillance > Trafficking,"Actin filaments are key components of the cytoskeleton. Mitochondria interact with the actin cytoskeleton for their movement, positioning, and trafficking within the cell, making this a relevant structural component for mitochondrial dynamics.",False
GO:0019264,glycine biosynthetic process from serine,Metabolism > Amino acid metabolism > Glycine metabolism,"This describes the synthesis of glycine from serine, a direct interconversion within amino acid metabolism. Mitochondria are involved in one-carbon metabolism and the glycine cleavage system, which are intimately linked to glycine and serine metabolism.",False
GO:0015940,pantothenate biosynthetic process,Metabolism > Metals and cofactors > Coenzyme A metabolism,"Pantothenate (Vitamin B5) is a direct precursor for Coenzyme A, a vital cofactor in numerous mitochondrial metabolic pathways like the TCA cycle and fatty acid oxidation.",False
GO:0003777,microtubule motor activity,Mitochondrial dynamics and surveillance > Trafficking,"Microtubule motor proteins are essential for the active transport and positioning of mitochondria within the cell, a process categorized as mitochondrial trafficking.",False
GO:1990575,mitochondrial L-ornithine transmembrane transport,Small molecule transport > SLC25A family,"This GO term directly describes the transport of L-ornithine across the mitochondrial membrane, a function typically performed by members of the SLC25A family of mitochondrial carriers.",False
GO:0034276,kynurenic acid biosynthetic process,Metabolism > Amino acid metabolism > Kynurenine metabolism,"Kynurenic acid is a product of the kynurenine pathway, which is a key part of tryptophan metabolism, with several steps occurring within the mitochondria.",False
GO:0097584,dolichyl-phosphate-mannose-protein mannosyltransferase Pmt5p-Pmt2p dimer complex,"Protein import, sorting and homeostasis > Protein homeostasis","This complex is involved in protein mannosylation, a post-translational modification. While primarily associated with the ER/Golgi, if any mitochondrial proteins undergo such modification, it would fall under the broader category of protein homeostasis and modification.",False
